============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 3400000.E-02 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Skin_Human (W&W type 1)
0002683   8.0804E+07 -3.6437E+06  5.7502E+05
0002684   8.1334E+07  4.2914E+06 -1.4458E+06
0002685   8.1554E+07  3.6111E+05 -9.9725E+05
0002686   8.0405E+07 -3.5033E+05 -1.9562E+06
0002687   7.8775E+07  5.9934E+05  1.9130E+06
0002688   8.2041E+07 -3.7541E+06 -5.7656E+05
0002689   7.8467E+07 -1.3901E+06 -4.9974E+05
0002690   8.0624E+07  1.2159E+06  3.9045E+05
0002691   8.1147E+07  9.7142E+05 -1.2666E+06
0002692   7.9811E+07 -3.6823E+05 -2.1837E+06
0002693   7.9341E+07 -5.8840E+05  2.5353E+06
0002694   8.2310E+07  7.6394E+05  2.1310E+06
0002695   8.1132E+07  1.7365E+06 -2.3552E+06
0002696   8.3298E+07 -5.1925E+05 -1.9733E+06
0002697   8.2369E+07  2.1077E+06 -1.4543E+06
0002698   8.0900E+07 -4.1100E+06 -6.3603E+04
0002699   8.1891E+07  1.2972E+06 -1.3189E+06
0002700   7.8636E+07  1.1545E+05 -2.1716E+06
0002701   8.0727E+07 -1.2225E+05  5.6253E+06
0002702   8.1519E+07 -9.2455E+05  2.5111E+06
0002703   7.8822E+07 -5.5439E+05  1.8367E+06
0002704   7.9832E+07  7.0533E+06  8.4095E+05
0002705   8.1340E+07  5.2016E+05  1.9686E+06
0002706   7.9622E+07 -1.9807E+06  1.4726E+06
0002707   7.8704E+07 -9.4015E+05  9.5337E+05
0002708   8.1377E+07 -1.4379E+06  5.2386E+06
0002709   7.8860E+07 -8.7231E+05 -7.8225E+06
0002710   7.9774E+07 -3.5145E+05  8.7901E+05
0002711   8.0052E+07 -2.5782E+05 -9.0315E+05
0002712   8.0513E+07 -4.5842E+06 -5.3867E+06
0002713   8.1560E+07  3.4518E+06  9.2753E+04
0002714   8.2095E+07 -1.8749E+06 -3.6384E+05
0002715   7.8441E+07 -1.6491E+05  6.8233E+05
0002716   8.0691E+07 -2.2750E+06 -4.4330E+05
0002717   7.9441E+07 -1.3397E+06 -2.6873E+06
0002718   7.9745E+07  2.6263E+06  1.5772E+06
0002719   8.0856E+07 -1.0836E+06 -3.4848E+06
0002720   8.1701E+07  3.3896E+05  1.2053E+06
0002721   8.2010E+07  7.9913E+04 -2.6328E+06
0002722   7.9295E+07  1.7431E+06  5.7112E+05
0002723   7.9046E+07  2.2180E+06 -1.2138E+06
0002724   8.0318E+07 -1.0674E+06 -6.4069E+05
0002725   8.1524E+07  2.3567E+06 -2.3551E+06
0002726   8.0665E+07 -3.7967E+06 -1.0795E+05
0002727   7.9616E+07  6.8437E+06 -8.0060E+06
0002728   8.0748E+07 -6.0153E+05 -3.4569E+05
0002729   7.9337E+07 -1.3640E+06 -2.4363E+06
0002730   8.0592E+07  2.1914E+06  9.9379E+05
0002731   7.8785E+07  3.7711E+06  1.4981E+06
0002732   7.7509E+07 -7.1304E+04  4.4097E+05
0002733   8.2599E+07 -4.6155E+06 -3.1172E+06
0002734   7.8012E+07  1.9399E+06  1.8439E+04
0002735   8.1575E+07 -9.7910E+05  6.6031E+05
0002736   7.9802E+07  3.0027E+05 -1.0910E+06
0002737   7.9453E+07 -7.0934E+04  2.5061E+04
0002738   7.7759E+07  2.8904E+06 -9.7325E+05
0002739   8.1378E+07  2.0950E+06  1.5222E+05
0002740   7.9666E+07  1.9069E+06  3.2516E+05
0002741   7.8829E+07  4.4388E+06 -4.2272E+05
0002742   7.9144E+07 -1.2659E+06 -1.0651E+06
0002743   8.3452E+07  6.1898E+04  1.8646E+06
0002744   8.2077E+07  7.7790E+05  2.4093E+05
0002745   8.1092E+07  9.9368E+05 -1.6004E+06
0002746   8.0863E+07  2.4249E+06 -3.9450E+04
0002747   8.1048E+07  4.8212E+05 -4.2820E+06
0002748   8.2665E+07 -3.0116E+06 -3.7708E+05
0002749   8.1261E+07  1.3883E+06 -8.2551E+05
0002750   8.1387E+07 -2.5391E+06  2.4571E+06
0002751   8.1025E+07  1.5097E+06  2.3074E+06
0002752   8.1302E+07  2.0070E+06 -4.9687E+06
0002753   8.1182E+07 -1.0352E+06 -1.3583E+06
0002754   8.0488E+07 -4.2191E+05  2.1907E+06
0002755   8.1575E+07  1.4739E+06 -7.1425E+05
0002756   8.2006E+07 -9.7011E+05  2.0822E+06
0002757   7.9561E+07  2.6344E+06  2.2749E+06
0002758   8.0725E+07 -3.9640E+06  1.3503E+06
0002759   7.9505E+07 -3.6996E+06 -5.9605E+05
0002760   7.9676E+07  9.4349E+04 -2.0387E+05
0002761   8.1623E+07  7.3833E+05  3.0044E+06
0002762   8.1357E+07  1.8103E+06 -1.2953E+06
0002763   8.0032E+07  1.9039E+06  1.9284E+05
0002764   8.1877E+07 -1.0835E+06  4.0250E+04
0002765   8.1952E+07 -5.3723E+05  3.8792E+05
0002766   7.8305E+07 -3.3521E+06  4.3053E+05
0002767   8.1123E+07 -2.3389E+06 -9.3402E+05
0002768   8.2374E+07 -1.2656E+06  1.7707E+05
0002769   8.0708E+07 -8.8753E+05 -2.9101E+05
0002770   7.9350E+07 -6.9715E+05 -2.3705E+06
0002771   8.1165E+07 -2.5432E+06  2.3114E+06
0002772   8.1658E+07 -9.5626E+05 -1.4943E+06
0002773   8.1222E+07  2.0436E+06  2.6316E+05
0002774   8.4631E+07  4.0170E+06 -4.3271E+05
0002775   7.8437E+07 -7.2862E+05 -2.1210E+06
0002776   8.1122E+07  2.7258E+06 -2.7017E+06
0002777   7.9912E+07  2.3031E+06 -6.1539E+05
0002778   8.1165E+07 -1.7449E+06 -1.3581E+06
0002779   8.1930E+07 -2.6101E+06  8.6313E+05
0002780   8.0035E+07 -1.0069E+06 -1.6122E+06
0002781   8.0285E+07 -1.0024E+06  1.5226E+06
0002782   8.0912E+07 -8.2532E+05  3.5663E+03
0002783   8.0338E+07  4.5793E+06 -3.0159E+06
0002784   8.2072E+07  1.8691E+06  9.7988E+05
0002785   8.0738E+07 -3.6145E+05  3.1463E+05
0002786   8.1199E+07  1.2491E+05  3.1729E+06
0002787   8.0933E+07 -2.9643E+06  1.1188E+06
0002788   8.1806E+07 -1.0734E+06  2.4067E+05
0002789   8.1388E+07 -3.9745E+05  1.2253E+06
0002790   8.3188E+07  9.9557E+03 -2.7381E+05
0002791   8.1301E+07 -1.1157E+06 -3.0597E+06
0002792   8.1612E+07 -3.8320E+05 -2.1025E+06
0002793   8.0675E+07  3.9856E+04  1.7633E+06
0002794   8.0206E+07 -1.4120E+06 -1.0599E+06
0002795   8.0910E+07 -1.7293E+06  3.9637E+05
0002796   8.1656E+07  4.7647E+05  1.2248E+06
0002797   8.1932E+07 -3.4969E+06  2.5498E+06
0002798   8.0195E+07 -2.8672E+06 -4.6119E+04
0002799   8.1420E+07 -3.1975E+06  7.5566E+05
0002800   8.0480E+07  3.0764E+06 -2.0189E+06
0002801   8.0845E+07  3.3186E+06 -1.1065E+05
0002802   7.9838E+07  2.0589E+05  2.3394E+04
0002803   8.0297E+07 -9.9341E+05 -1.3916E+06
0002804   8.0177E+07  1.8534E+06  3.5964E+06
0002805   8.1857E+07  1.5078E+06  3.4441E+05
0002806   8.1070E+07 -6.9579E+05  2.8007E+05
0002807   7.9662E+07  1.8962E+05 -1.1037E+06
0002808   8.1070E+07 -2.3456E+06  1.2280E+06
0002809   8.0679E+07 -7.3554E+05 -1.8792E+05
0002810   8.1450E+07 -7.3195E+05  2.9765E+06
0002811   8.0809E+07 -2.2800E+06 -2.0837E+06
0002812   8.0852E+07  5.9171E+05 -2.3597E+05
0002813   7.9272E+07 -8.2870E+05 -6.2427E+06
0002814   8.1133E+07 -1.2968E+06  4.7219E+06
0002815   8.1283E+07  1.0860E+06 -2.6423E+06
0002816   8.0463E+07 -2.5304E+05 -3.7884E+06
0002817   7.8952E+07 -5.9628E+06 -5.6402E+06
0002818   7.8296E+07  2.4403E+06 -3.0863E+06
0002819   8.0568E+07 -2.2251E+06 -4.1031E+06
0002820   7.9891E+07 -1.8836E+06  2.5215E+06
0002821   8.0817E+07  2.5846E+05 -5.2838E+05
0002822   7.6966E+07  4.0974E+06  9.4436E+06
0002823   8.2667E+07 -1.3113E+06 -1.5701E+06
0002824   8.0090E+07 -7.8562E+05  2.7710E+05
0002825   7.8394E+07 -5.9501E+05  1.1729E+06
0002826   8.0460E+07 -6.5738E+05 -9.6757E+05
0002827   8.2000E+07 -6.8166E+05  8.7128E+02
0002828   8.0425E+07 -1.3207E+05  1.5706E+06
0002829   8.0361E+07 -2.4069E+06  2.2311E+06
0002830   7.9499E+07  2.6677E+06  1.2043E+06
0002831   8.1599E+07  3.1903E+06  8.0822E+05
0002832   8.1537E+07  1.7476E+06  4.6724E+05
0002833   8.2770E+07  4.7103E+06 -1.5120E+06
0002834   7.7875E+07  6.6897E+05  2.2768E+06
0002835   7.8544E+07  7.5276E+05 -2.8946E+06
0002836   8.2165E+07 -2.0119E+06 -2.3364E+06
0002837   8.1586E+07 -3.5167E+06 -3.2356E+06
0002838   8.0411E+07  2.4803E+06 -1.4669E+06
0002839   8.0851E+07 -1.7388E+06 -9.8931E+05
0002840   8.0180E+07  6.4003E+05 -3.5853E+05
0002841   7.8234E+07  1.9183E+06 -1.3853E+06
0002842   7.9579E+07 -6.4141E+04  1.5346E+06
0002843   8.0449E+07  2.7864E+05  3.1729E+06
0002844   8.1422E+07 -1.3465E+06 -2.1746E+06
0002845   8.0196E+07 -2.2673E+05 -7.9780E+04
0002846   7.9299E+07  3.8290E+05 -5.2170E+04
0002847   8.1597E+07  1.2798E+06  2.2621E+05
0002848   8.2395E+07 -3.8213E+05  2.8065E+05
0002849   8.0356E+07 -2.4749E+06  1.3450E+06
0002850   8.1578E+07  1.8011E+06  7.3442E+05
0002851   7.9808E+07 -2.4090E+05  1.7417E+06
0002852   7.7581E+07 -1.9580E+06 -3.9170E+05
0002853   8.0360E+07  3.7571E+06 -1.9481E+06
0002854   8.1571E+07  3.5504E+05 -2.0905E+06
0002855   7.7537E+07 -1.0653E+07 -6.8144E+06
0002856   8.0529E+07 -9.1920E+05  5.6585E+05
0002857   7.8663E+07  1.1432E+07  3.0876E+06
0002858   7.8508E+07  2.0671E+06  1.2840E+06
0002859   8.3580E+07 -1.1017E+05 -1.2872E+06
0002860   8.2248E+07  5.2058E+05 -2.0909E+06
0002861   7.9574E+07 -3.2773E+05  2.2943E+06
0002862   7.9516E+07  2.9251E+06  2.0651E+06
0002863   8.3713E+07  1.8392E+06 -1.3789E+06
0002864   8.0329E+07  1.8510E+06  3.5400E+06
0002865   8.0637E+07 -2.6208E+06 -6.8283E+05
0002866   8.1124E+07  2.5343E+06  3.1863E+06
0002867   7.7225E+07 -2.3737E+06  4.3390E+06
0002868   7.8983E+07  5.2694E+06 -6.7836E+06
0002869   7.9265E+07 -1.6061E+06  2.7463E+06
0002870   8.0605E+07 -5.6263E+06 -4.1792E+06
0002871   7.9856E+07  9.2341E+05  2.6890E+05
0002872   8.0819E+07 -6.8810E+05 -2.0391E+06
0002873   7.9620E+07  1.0987E+07 -5.0139E+06
0002874   7.8439E+07  1.8853E+06 -1.3897E+06
0002875   8.1383E+07  1.3533E+06  7.0645E+05
0002876   8.0054E+07 -7.2495E+05  4.4822E+05
0002877   8.1697E+07 -9.8448E+05 -1.3219E+06
0002878   8.0939E+07 -6.5144E+05  2.6921E+05
0002879   8.1090E+07  1.2662E+06  5.6838E+05
0002880   8.1631E+07  4.5175E+04 -5.1570E+06
0002881   8.2767E+07  2.1972E+06 -2.0492E+06
0002882   8.2226E+07  1.8432E+06 -3.7672E+06
0002883   8.1424E+07  2.4351E+05  7.6657E+05
0002884   7.9854E+07 -2.7138E+05 -1.0707E+06
0002885   8.0710E+07 -6.7530E+05  1.3690E+05
0002886   8.1161E+07 -8.5480E+05 -1.2360E+06
0002887   8.2758E+07 -3.4762E+06  4.1446E+05
0002888   8.2606E+07 -1.5590E+06  2.8771E+06
0002889   8.1808E+07  1.5893E+06 -6.0542E+05
0002890   8.0154E+07  1.1931E+06 -1.9108E+06
0002891   8.1180E+07 -7.5543E+05  2.3073E+06
0002892   8.1874E+07  1.2982E+06  7.8368E+05
0002893   8.1377E+07 -2.3674E+06 -1.9283E+06
0002894   7.9615E+07 -1.1209E+06 -1.4487E+05
0002895   8.1926E+07 -3.5547E+06 -1.3795E+06
0002896   7.9907E+07 -2.0697E+06  2.2567E+06
0002897   7.9490E+07 -1.1097E+06 -7.3865E+05
0002898   8.1895E+07 -1.1846E+06 -2.4709E+06
0002899   7.7426E+07  1.3489E+07 -3.6913E+06
0002900   8.0057E+07  1.1728E+06 -1.2618E+06
0002901   7.8336E+07 -1.5925E+06  2.5497E+05
0002902   8.1809E+07  1.1814E+06  1.9871E+06
0002903   7.5320E+07 -1.0690E+07 -1.1505E+07
0002904   8.1082E+07  8.5684E+05  2.0412E+06
0002905   7.9924E+07  1.2667E+07  4.4551E+06
0002906   8.1448E+07 -1.4378E+06  8.5373E+04
0002907   8.0850E+07  9.4151E+05  1.5349E+05
0002908   8.1723E+07  1.2637E+06 -1.3344E+06
0002909   7.9776E+07  3.9793E+05  1.7735E+06
0002910   7.8010E+07 -1.1667E+06  6.0103E+05
0002911   8.0179E+07 -7.2311E+05  1.2364E+06
0002912   8.0671E+07 -2.3792E+06 -2.9134E+06
0002913   8.0147E+07  4.5462E+05 -9.5547E+05
0002914   8.0025E+07  4.9770E+06 -4.0433E+06
0002915   8.1358E+07  3.4397E+05 -2.8026E+06
0002916   7.8633E+07 -5.1871E+06  1.8772E+06
0002917   7.9200E+07  4.8664E+05  3.9524E+05
0002918   8.1437E+07  5.5191E+05  1.1951E+06
0002919   8.0818E+07 -3.6247E+05  5.8781E+05
0002920   8.0832E+07 -6.1362E+05  7.0861E+05
0002921   8.1338E+07  1.0557E+06  1.0538E+06
0002922   7.9067E+07 -5.1474E+06 -2.7555E+06
0002923   7.9176E+07 -2.6944E+05  9.0882E+05
0002924   8.1234E+07 -2.4834E+06 -2.2860E+06
0002925   8.0358E+07  2.7945E+05 -3.6541E+06
0002926   8.1093E+07  6.5372E+05 -9.0497E+05
0002927   8.0245E+07 -6.4503E+05 -4.2256E+06
0002928   8.2292E+07  3.5076E+06 -1.9035E+06
0002929   8.0415E+07 -4.4467E+06 -2.9439E+06
0002930   8.1728E+07 -2.9900E+05 -4.0431E+05
0002931   8.1664E+07 -8.1308E+05 -2.0918E+06
0002932   8.0564E+07  4.9213E+05  1.0329E+06
0002933   8.0786E+07  5.3494E+05  1.1071E+06
0002934   8.0798E+07  2.4042E+06  1.8616E+06
0002935   7.9947E+07 -8.6720E+06  3.3002E+06
0002936   8.2614E+07  1.4547E+06  2.0433E+06
0002937   7.9554E+07  1.2452E+06  1.1531E+06
0002938   7.9594E+07  9.6652E+05 -6.5854E+05
0002939   8.2813E+07 -3.9462E+06 -2.1090E+06
0002940   8.0509E+07 -3.2121E+06  1.8116E+06
0002941   8.1342E+07 -2.6270E+06  1.5572E+06
0002942   8.2363E+07  2.3316E+06  9.7745E+05
0002943   8.0259E+07  2.0764E+05  1.1034E+06
0002944   8.2955E+07 -5.5540E+06  1.4542E+06
0002945   8.1541E+07  1.9302E+06 -8.3849E+05
0002946   7.9874E+07  2.6245E+06  1.8109E+05
0002947   8.2096E+07  1.5426E+06  6.3191E+05
0002948   8.0808E+07 -2.1468E+06 -1.0961E+06
0002949   8.0909E+07  7.8031E+05  1.9815E+04
0002950   7.7999E+07  1.7310E+06  8.7583E+05
0002951   8.1500E+07  2.5098E+05 -9.2683E+05
0002952   8.1314E+07 -6.5809E+05 -1.0505E+06
0002953   8.0189E+07 -7.7196E+05  2.9804E+05
0002954   8.2363E+07  2.5014E+05  6.4865E+05
0002955   8.0320E+07 -2.9633E+06  4.8475E+05
0002956   8.0288E+07 -3.3832E+06 -9.4803E+05
0002957   8.1487E+07  2.4228E+06  1.4416E+06
0002958   8.1272E+07 -1.1969E+06 -1.0827E+06
0002959   8.0947E+07 -1.4232E+05  2.1971E+06
0002960   7.9782E+07 -1.7956E+06 -4.8080E+05
0002961   8.0135E+07  3.4411E+06  1.8577E+06
0002962   8.0784E+07 -5.1619E+05 -1.6952E+06
0002963   7.9908E+07  3.7843E+06  1.1773E+06
0002964   8.1819E+07 -6.2735E+06  4.4803E+06
0002965   8.0690E+07 -7.6449E+04  4.4106E+05
0002966   8.0345E+07 -1.4751E+06 -2.4877E+06
0002967   8.0434E+07  1.1308E+06 -9.8902E+04
0002968   8.2225E+07 -3.8756E+06  3.2072E+06
0002969   8.0897E+07  2.6465E+06  1.3031E+06
0002970   8.0998E+07 -2.2682E+06 -1.7224E+06
0002971   7.9917E+07 -1.1237E+04 -9.2705E+05
0002972   7.9221E+07 -1.2263E+06  1.5519E+06
0002973   8.0483E+07  3.5652E+04 -5.1181E+04
0002974   8.0862E+07  5.3168E+05  1.3680E+06
0002975   8.1254E+07  4.0028E+06  2.0862E+06
0002976   7.8075E+07  2.5292E+06  1.3400E+06
0002977   8.0868E+07 -1.1544E+06 -5.4238E+05
0002978   8.1788E+07 -4.4167E+06 -3.1971E+05
0002979   8.3717E+07 -2.4102E+05 -9.3179E+04
0002980   8.0587E+07 -9.3625E+06  3.7768E+06
0002981   8.1500E+07  1.1149E+06  2.5312E+06
0002982   7.9201E+07  2.1548E+05  1.3477E+06
0002983   8.2039E+07  1.9311E+06 -2.5817E+06
0002984   7.8249E+07 -1.9191E+06  3.4656E+06
0002985   8.1289E+07 -8.4485E+05  7.5813E+05
0002986   7.9682E+07  5.1570E+05  4.8988E+05
0002987   8.0885E+07  9.9895E+04 -1.5058E+05
0002988   8.1450E+07 -2.3834E+06 -6.8361E+05
0002989   8.2149E+07 -8.9219E+04 -2.2200E+06
0002990   7.7626E+07  2.9325E+06  2.3755E+06
0002991   7.9139E+07  2.2959E+06 -4.9041E+05
0002992   8.0560E+07 -1.3794E+06 -7.2506E+05
0002993   7.8408E+07  1.3414E+06  5.0122E+05
0002994   8.0355E+07 -3.0920E+06  2.3471E+06
0002995   8.1888E+07  5.3617E+05  7.7429E+05
0002996   7.9030E+07  1.0495E+06  1.2073E+06
0002997   7.8636E+07  2.7314E+04  1.5291E+06
0002998   8.0072E+07  4.7869E+05 -9.0314E+05
0002999   8.4279E+07  5.6779E+05 -1.8802E+06
0003000   8.1192E+07 -1.0800E+05 -1.0906E+05
0003001   7.9319E+07  2.7373E+06  1.0557E+06
0003002   8.0283E+07 -2.2117E+06 -2.6985E+06
0003003   8.1123E+07 -2.4902E+06 -8.3868E+05
0003004   8.0102E+07 -7.3201E+05 -2.3093E+06
0003005   7.9637E+07 -7.8885E+05  7.8856E+04
0003006   8.0927E+07  3.4581E+06  3.6549E+05
0003007   7.7308E+07  2.3228E+06 -1.4560E+06
0003008   8.2821E+07  3.2557E+06  1.4347E+05
0003009   7.8871E+07 -5.5150E+06 -2.7870E+06
0003010   8.1572E+07 -1.2263E+06  1.3554E+05
0003011   8.1310E+07  3.1059E+06 -9.0513E+05
0003012   8.0081E+07  1.2104E+05 -4.6618E+05
0003013   8.2639E+07 -2.8729E+05 -3.2832E+06
0003014   8.0681E+07 -3.4703E+06  1.0454E+06
0003015   7.9401E+07  3.9772E+05 -2.9028E+06
0003016   8.1544E+07  1.4682E+06 -2.6955E+06
0003017   8.2275E+07 -6.6149E+05 -9.2370E+05
0003018   8.0431E+07  3.2422E+06 -3.5389E+06
0003019   8.1496E+07  8.7835E+05 -8.0419E+05
0003020   7.7977E+07 -1.6841E+07  1.9324E+05
0003021   7.8785E+07 -9.4141E+05 -3.5982E+05
0003022   8.1362E+07 -2.9354E+05  2.3293E+06
0003023   8.2087E+07 -2.2499E+06 -1.2805E+06
0003024   8.0680E+07 -1.9553E+06 -1.9605E+06
0003025   7.7619E+07  3.9826E+05  1.2014E+07
0003026   8.1949E+07  2.0778E+06  2.7426E+06
0003027   8.0428E+07 -2.4329E+06  3.9542E+06
0003028   8.0428E+07 -6.3856E+05 -9.5321E+04
0003029   7.8682E+07  2.1152E+06  1.1397E+06
0003030   8.0969E+07  1.6946E+06 -6.9802E+04
0003031   7.9666E+07  1.0052E+06 -4.0147E+03
0003032   7.9950E+07 -1.0744E+06  7.9539E+05
0003033   8.1700E+07  2.0372E+06  1.3968E+06
0003034   8.0859E+07 -4.9028E+05 -1.7205E+06
0003035   7.8717E+07  3.2677E+06  1.4514E+06
0003036   7.8427E+07 -4.1279E+05 -2.9380E+05
0003037   8.0309E+07 -3.2897E+06 -2.5478E+06
0003038   8.0277E+07  1.3687E+06  1.5306E+06
0003039   8.4412E+07 -9.0417E+05  6.9440E+05
0003040   8.2751E+07 -4.7808E+05 -2.0700E+06
0003041   7.8201E+07  1.0204E+06 -4.1586E+05
0003042   8.1120E+07  2.7953E+03  1.9431E+06
0003043   8.0799E+07  8.5615E+05  6.7957E+05
0003044   7.9557E+07  1.1357E+06  3.6598E+06
0003045   8.0700E+07  2.1569E+06  2.2282E+06
0003046   7.8765E+07 -3.6597E+06 -1.9707E+06
0003047   7.8099E+07  4.4844E+06 -2.2437E+06
0003048   7.9240E+07 -5.8619E+05  1.4205E+06
0003049   8.0430E+07  2.3113E+06  3.2701E+06
0003050   8.1436E+07  1.6214E+06  4.2969E+05
0003051   7.9402E+07  7.3928E+05 -2.9332E+05
0003052   7.8026E+07 -1.7145E+06  1.0245E+05
0003053   7.9819E+07 -2.8463E+06  4.3820E+05
0003054   7.9167E+07  5.4909E+05  1.0306E+06
0003055   8.2773E+07  3.9546E+05  3.4454E+06
0003056   7.9774E+07  1.0114E+06 -3.7428E+06
0003057   8.3369E+07 -1.9392E+06  1.6386E+06
0003058   8.0775E+07  2.5823E+06  2.3766E+06
0003059   7.9020E+07  3.8492E+06 -1.6778E+06
0003060   8.4639E+07 -7.2944E+05  2.6923E+06
0003061   8.1526E+07  3.9673E+06  5.6488E+05
0003062   8.1777E+07  1.6870E+06  1.2363E+06
0003063   7.8855E+07 -1.5032E+05 -1.8118E+06
0003064   8.2474E+07 -1.1267E+06 -1.0162E+05
0003065   8.0217E+07  7.6911E+05 -1.1383E+06
0003066   8.0104E+07 -8.8761E+05 -1.2502E+06
0003067   7.9179E+07 -1.2533E+06 -2.4999E+06
0003068   8.1120E+07 -1.0916E+06  1.8455E+05
0003069   8.0729E+07 -6.5412E+05  9.9730E+05
0003070   7.8444E+07  3.8431E+06 -1.0072E+06
0003071   8.1695E+07  2.9542E+06 -7.0917E+05
0003072   8.0854E+07  1.4347E+06 -9.6502E+05
0003073   7.9759E+07  1.0169E+06  1.1243E+06
0003074   7.8857E+07  2.5467E+06  6.8382E+05
0003075   8.3717E+07  3.1238E+06  7.8176E+04
0003076   7.6724E+07  2.6117E+06  9.7145E+05
0003077   8.0326E+07  2.2090E+05  1.0032E+04
0003078   8.2752E+07 -1.6707E+06  8.0593E+05
0003079   8.1531E+07  3.6020E+06 -4.6978E+04
0003080   7.9345E+07  5.8077E+05 -1.5394E+06
0003081   8.1084E+07 -7.2040E+05 -2.7482E+05
0003082   8.1096E+07 -1.2583E+06  1.3881E+06
0003083   8.0404E+07 -4.5342E+06 -3.0291E+06
0003084   8.0713E+07  9.4969E+05 -3.8122E+06
0003085   8.0575E+07  1.4345E+06  2.7461E+06
0003086   8.1710E+07 -1.8908E+05 -2.3734E+05
0003087   8.0358E+07  6.4089E+04 -2.9312E+06
0003088   7.6732E+07  3.9236E+06  4.7580E+06
0003089   8.0963E+07  1.3268E+06  9.5962E+05
0003090   8.0914E+07 -1.5846E+06 -7.1154E+05
0003091   8.2244E+07 -5.7819E+05  3.9929E+05
0003092   8.1060E+07  2.5788E+06  1.1384E+06
0003093   8.1541E+07 -1.5784E+06  1.5571E+06
0003094   8.2506E+07  1.7758E+06  1.6765E+06
0003095   7.8415E+07 -2.3694E+05  6.9144E+05
0003096   7.9650E+07  1.2896E+06 -2.4224E+06
0003097   8.0080E+07  2.4090E+05  8.7399E+05
0003098   8.0445E+07  3.9496E+06  3.4237E+05
0003099   8.0310E+07  9.0451E+05  9.6179E+05
0003100   8.0162E+07  4.4399E+05  1.4864E+06
0003101   8.2927E+07  5.8273E+05 -7.6402E+05
0003102   8.4045E+07  1.1841E+06  1.7519E+06
0003103   8.0514E+07  2.6511E+06 -2.8816E+05
0003104   8.1077E+07 -1.7446E+06  2.0623E+06
0003105   7.9500E+07  1.1841E+06  1.4608E+06
0003106   8.0789E+07 -2.7179E+06 -4.1927E+05
0003107   8.1635E+07 -2.2234E+06 -3.2253E+06
0003108   7.8901E+07 -1.0826E+06  1.3605E+06
0003109   7.9619E+07 -9.8034E+05  1.9032E+06
0003110   7.8073E+07  1.9964E+06  4.1289E+05
0003111   8.0761E+07 -4.3992E+05 -2.3393E+06
0003112   7.8609E+07 -2.6450E+06 -2.7919E+05
0003113   8.1030E+07  2.1622E+06  8.6482E+05
0003114   8.1592E+07 -2.1386E+06  6.7270E+05
0003115   7.9863E+07 -2.4699E+05 -1.2628E+06
0003116   8.3720E+07  7.5034E+05  1.5950E+05
0003117   7.9933E+07  6.4391E+06  7.5885E+05
0003118   7.8680E+07  9.8980E+05  1.3128E+06
0003119   7.9801E+07  1.6244E+06 -1.3204E+06
0003120   7.8338E+07  2.0280E+06 -2.9488E+06
0003121   7.8927E+07  4.6398E+06  2.2333E+06
0003122   7.9885E+07 -1.2357E+06 -7.6848E+05
0003123   7.9228E+07  2.3663E+06  1.6039E+06
0003124   8.2308E+07 -7.0829E+05 -2.8960E+06
0003125   8.0468E+07  2.0745E+06  2.2936E+06
0003126   8.2592E+07 -1.5842E+05  3.7201E+05
0003127   8.1499E+07 -1.2096E+06 -5.1213E+05
0003128   8.0045E+07 -1.4434E+06 -1.2525E+06
0003129   7.9632E+07  5.8156E+04  4.9514E+05
0003130   7.9899E+07 -2.4931E+06 -5.5595E+05
0003131   8.3342E+07  1.0025E+06  8.1125E+05
0003132   8.2355E+07  2.1994E+06 -1.1055E+06
0003133   8.2169E+07  3.6042E+05 -3.8347E+05
0003134   7.9893E+07  7.4665E+04  1.2592E+06
0003135   8.0912E+07  1.4209E+06  1.1945E+05
0003136   8.0785E+07  6.3366E+05  6.2277E+05
0003137   8.1319E+07 -1.8185E+06  6.6438E+04
0003138   8.1018E+07 -6.3673E+05  2.7352E+06
0003139   8.0124E+07  1.5759E+05 -1.3851E+05
0003140   8.1334E+07  1.6673E+06  7.7419E+05
0003141   8.0508E+07 -2.5626E+06  1.5651E+06
0003142   8.1288E+07  1.3593E+06  1.0116E+06
0003143   8.2131E+07  1.0726E+06  1.4586E+06
0003144   7.9424E+07 -8.8410E+05 -2.0917E+05
0003145   8.0126E+07 -1.1178E+05 -5.2288E+05
0003146   7.8508E+07 -5.6364E+06 -2.6788E+05
0003147   7.8870E+07 -1.7272E+06 -6.7525E+05
0003148   8.1055E+07  1.2584E+06 -3.4584E+05
0003149   7.9323E+07  2.1712E+06  2.6278E+06
0003150   7.9444E+07 -1.4555E+05 -4.5696E+05
0003151   7.7424E+07 -3.7956E+04 -2.6453E+05
0003152   8.0279E+07  9.3296E+05  1.4795E+06
0003153   8.0275E+07 -2.4880E+06 -4.7237E+05
0003154   7.9223E+07  1.2760E+06 -1.4403E+06
0003155   8.1098E+07 -2.3089E+06 -3.7510E+05
0003156   8.1211E+07  2.3964E+06 -1.9715E+06
0003157   7.8289E+07  5.6950E+06 -2.4216E+06
0003158   7.9449E+07  1.6840E+06  3.5889E+06
0003159   7.9806E+07 -1.3626E+06 -1.5493E+06
